start_year	end_year	File	Text
1808	1809	NedInd_plakkaatboek_15-1075.txt	1809. H. W. DAENDELS.        1073 \n  \n gave manqueren of nalatig zijn, aanspreekelijk gehouden \n worden voor de gevolgen. \n  \n Art. 10. De wijkmeesteren zullen, zooveel als mogelijk is, \n moeten letten, dat de in hunne wijken wonende inlanders, \n Chinezen of lijfeigenen ’s avonds met het vallen van den avond \n niet langs de straten of wegen, zoowel binnen, als buiten de \n stad, gaan of met een prauw ofte ander vaartuig op- en \n afvaren zonder een brandend licht bij hun te hebben; zul- \n lende de wijkmeesteren die zulks overtreden, vermogen te \n apprehenderen en voorts in arrest houden, mits den volgenden \n ochtend aan den baillaw overgevende. \n  \n Art. 11. Eenig ongeluk (dat God verhoede) van doodslag, \n kwetsing, roof of diergelijke komende te geschieden, zoo zal \n de wijkmeester van de wijk, in dewelke hetzelve voorvalt, \n zoo haast hij daarvan kennisse zal hebben bekomen, zulks \n zonder eenig verlet ter kennisse brengen van den advocaat- \n fiscaal, bailluw ofte den drossaard, ieder in zijne respective \n jurisdictie, opdat de misdadigers agtervolgt en in hegtenis \n geraken mogen, daar dezelve wijkmeesteren ook gehouden \n zullen zijn na haar vermogen de hand toe te bieden. \n  \n Art. 12. Ende opdat de voorschrevene wijkmeesteren bij \n tijden van brand ofte ander ongemak te beter het oog mogen \n hebben op de ingezetenen van haar wijk, voornamentlijk de \n vreemdelingen, zoo zullen dezelve in zoodanig geval zich in \n haar wijk blijven verhouden ende geduurig door dezelve de \n ronde doen, zonder gehouden te wezen, volgens de ordon- \n nantie van de burgerwagt, voor het stadhuis ofte elders te \n compareren, van welke ordonnantie zij voor zooveel zullen \n worden geximeerd en verschoond. \n  \n Art. 15. De burgwallen ofte kaijen, die ingestort ofte \n vervallen zijn, zullen weder door de eigenaars der huizen en \n erven, voor welke het ingevallen is, volgens gedane of nog \n te doene rooijing moeten voorzien ofte nieuwelijks hegt ende \n bestendig opgehaalt worden, ’t geene de wijkmeesteren de- \n zelve zullen belasten te volbrengen op zekeren daartoe te \n stellen tijd, doch bij manquement ofte nalatigheid zulks \n 68 \n  \n PLAKAAT-BOEK DEEL XV, \n 
1808	1809	NedInd_plakkaatboek_15-1061.txt	1809. H. W. DAENDELS.            1059 \n  \n Art. 5. Alle eigenaars van landerijen, gelegen boven de \n vijftiende paal, gerekend tot aan de landhuisen, zullen in eens \n moeten belalen rijksdaalders 200 en de eigcnaars van landerijen \n boven de tiende paal, gerekend als even, rijksdaalders 100 \n 'sjaars voor het getal paarden, dat zij boven en beneden de \n posten gebruiken, wel verstaande, dat dit alleen ziet op de- \n zulken, welke voor het getal paarden, dat zij op Batavia \n aanhouden, minder aan oorgeld fourneren en niet op de zoo- \n danigen, die uithoofde van het door hun aangehouden wordende \n gelal paarden volgens artikel 1 verpligt zijn meerder te \n betalen.                                      ; \n  \n Art. 6. Een iegelijk zal verpligt zijn voor ullimo van \n Louwmaand aanstaande aan den pagter opgave te doen van \n het getal paarden, waarvan hij de voorschreven belasting \n moet betalen, ter plaatse, door denzelven op te geven, op \n poene eener boete van vijftig rijksdaalders, wanneer zulks \n wordt verzuimd, en van cen boete van drie houdert rijks- \n daalders, wanneer mogt blijken de voorschreven opgaven uiet \n ter goeder trouw te zijn geschied, alles ten faveure van \n den pagter. \n  \n Art. 7. De betaling zal vervolgens moeten geschieden voor \n ultimo van Sprokkelmaand aan den pagter en tegen schriftelijke \n quitantie van denzelven, om ten allen tijden te kunnen dienen \n tot bewijs; met magt om tegen de nalatigen of onwilligen \n tot parate executie te procederen. \n  \n Art. 8. Alle paarden, welke iemand na het doen der \n voorschreven opgave aanschaft, zullen deze belasting subject \n zijn; en zal een ieder gehouden zijn daarvan nader dadelijk \n opgave en betaling te doen, gerekend na het getal maanden, \n die als dan van het jaar nog overig zullen zijn, zonder dat \n de pagter verpligt zal wezen eenige restitutie, in wat geval \n ook, te doen, sub poene, dat de nalatigen of kwaadwilligen \n in gelijke boeten, als bij artikel 5 bepaald zijn, zullen worden \n verwezen. \n  \n Art. 9. Een wagen-verhuurderij van eigenaar veranderende, \n zoo zal de nieuwe eigenaar gehouden zijn deze belasting \n 
1808	1809	NedInd_plakkaatboek_15-0419.txt	TAR ORE OA EN \n WEE \n  \n tot stipte observantie te laten strekken het besluit dezer \n regeering van den 15 Januarij 1801-en als een gevolg \n  \n 1808.  H. W. DAENDELS. \n  \n van dien de boeken in volgender voege af te sluiten, als: \n alle ’sLands gelden, goederen en andere artikelen, die \n  \n a. \n  \n volgens de boeken in ware wezen zijn, onder een a hoofd. d \n  \n deel bekend te stellen; \n  \n alle goede schulden en andere ten agteren staande reke- \n ningen, die voor deugdzaam kunnen worden gehouden, \n onder dewelke nogthans geene gevonden mogen worden, \n welke verevening kunnen erlangen; \n  \n alle twijfelachtige schulden, die echter niet geheel en al \n hopeloos zijn, en \n  \n alle hopelooze schulden, die van de twijfelachtige hierop \n zijn overgeschreven, waarvan niets te verwachten is en \n tot welkers afschrijving van deze regeering verzoek moet \n worden gedaan om, wanneer hetzelve geobtineerd zal wezen, \n binnen ’slijns in te nemen, ten einde 'f, van een eeuw \n levendig te blijven, of er somwijlen gedurende dien tijd \n door erfenissen als anderzints nog iets van mogte inkomen. \n  \n 20 December. Machtiging op de bank van leening te \n Batavia hare beleeningen tot 200 rijksdaalders te \n pertendeeren’. \n  \n 5e December. Afschaffing van inkomende rechten op \n rijst voor Banda. \n  \n Zie bij 1017 November 1807. \n De kapitein-Chinecs te Banda, die deze afschaffing verzocht, \n  \n voerde als argument daarvoor aan, dat, zo lange de thol- \n gerechtigheid op den invoer van rijst te Banda is opgeheven \n geweest, aldaar altijd een genoegzame voorraad van dat graan \n door particulieren is aangebracht geworden, dog dat het te \n duchten is. dat, zedert dat die impositie door deze regeering \n wederom is geintroduceerd, de handelaren. die voor de aan- \n gebrachte rijst niet meerder dan rd 60 per coijang he \n  \n PLAKAAT-BOEK DEEL XV, \n  \n 
1808	1809	NedInd_plakkaatboek_15-0431.txt	ee ene a bk ht Et \n              dt                     DP       ye      Loret     he     he           PEI      244     d \n es     AT add BEE                 pO EEEN S \n  \n 1809. H. W. DAENDELS.                  429 \n  \n geene materialen onnuttelijk worden verbruikt of misbruikt, \n veel min op de eene of andere manier worden verwaarloosd \n of ontvreemd.                        OE \n  \n En zal de ingenieur, hoewel niet met de uitbetaling belast, \n echter steeds bij de papieren van het guarnizoen nauwkeurig \n aanteekening houden van alle uitbetalingen, welke voor het \n werk geschieden, ten einde steeds te kunnen doen blijken, \n welke kosten aan hetzelve zijn geimpendeerd, en vooral om \n daaruit de hierna te meldene jaarlijksche onkost-lijst te kunnen \n formeeren. \n  \n Art. 5. Jaarlijksche onkost-lijsten. Bij het eindigen van \n het jaar zal ieder eerstaanwezende ingenieur aan zijnen di- \n recteur overzenden een lijst of tabelle der onkosten, in dat \n jaar aan de onder zijne directie staande werken of gebouwen \n geimpendeerd; waarbij tevens moet worden vermeld, hoe de \n werkzaamheden zijn verrigt, tzij bij publieke besteding, bij \n contract of in daggeld, door wien en wanneer uitbesteed, \n door wien daarover het opzicht gehouden en door wien en \n wanneer opgenomen en geattesteerd; zullende de directeur \n en chef der genie gehouden zijn, na het inkomen dezer lijsten \n met de daartoe behoorende bescheiden, dezelve aan de generale \n rekenkamer in te zenden ten fine van examinatie en con- \n  \n frontatie. Terwijl bovendien geene afbetalingen ter hoofdplaats \n  \n uit ’sLands kas voor eenig werk zal geschieden,’ dan nadat \n de ordonnantien door de gedachte rekenkamer zullen zijn \n gexamineerd en geapprobeerd. \n  \n Art. 6. Aanleg of in orde houding van het quarnizoens-boel: \n en andere papieren. In elk guarnizoen zal worden gehouden \n of, zoo hetzelve nog niet aanwezig is, worden aangelegd een \n zogenaamd guarnizoens-boek, strekkende tot een soort van \n journaal der in dat guarnizoen voorvallende werkzaamheden, \n waarin moet worden aantekening gehouden van de aan- \n komst en vertrek van officieren, het doen van bestedingen, \n het verlenen van attestatin en in ’Lalgemeen van alles, \n hetgeen eenige betrekking op de werkzaamheden kan \n hebben. \n  \n ee \n 
1808	1809	NedInd_plakkaatboek_15-0357.txt	1808. H. W. DAENDELS,          8 \n  \n en meerdere dienaren, met die rigeur worde behandeld en \n  \n afgedaan, dat andere vorsten en inlanders, aan het Hollandsch \n  \n gouvernement onderworpen of van dies protectie gebruik \n makende, daaraan voor altoos een exempel hebben, heeft \n besloten : \n  \n 1 het koningrijk Bantam te verklaren tot domein van Zijne \n Majesteit den Koning van Holland ten einde over hetzelve \n  \n zoodanig te beschikken en te disponeeren, als tot welvaart \n van land en volk en overeenkomstig het belang van den \n Lande zal bevonden worden te behooren; \n  \n 2 den tegenwoordigen kroonprins, Pangerang Ratoe Alie Oe- \n dien, uit consideratie voor het oude stamhuisder Bantamsche \n vorsten te benoemen tot Sultthan van Bantam, onder zoo- \n danige bepalingen en restrictien, als bij een daarvoor te \n formeeren instructie en eed, alsmede bij het reglement, \n op het bestier van deze prefecture te ontwerpen, zullen \n worden gexpliceerd ; \n  \n 5 de Lampongsche provineien en alle de daar gevonden \n wordende havens aan het bestier van den Koning van \n Bantam te onttrekken en onder het direct oppergezach en \n beheering van het Hollandsche gouvernement tenemen ; en: \n  \n 4 het Oostelijke gedeelte van het Bantamsche rijk, hetwelk \n door den Sulthan aan Chineezen is verhuurd geworden, \n loopende van het regentschap Tangerang langs de rivier \n Tjidanie tot 500 roeden over de rivier Tjimantjerie, zoo- \n mede de districten Sading en Jessingen, als afgezonderd \n van het Bantamsche rijk te verklaren en dezelve met de \n ommelanden van Batavia te vereenigen. \n  \n In 1752 waren de Lampongs door de Indische Regering \n As leen aan den Sultan van Bantam afgestaan. \n  \n 22 November. Aanstelling van een prefect van Bantam. \n  \n Deze, - een oud-eerste secretaris van de Regering - \n kreeg, met behoud van zijnen rang en pensioen, voorloopig \n Cen daggeld van 20 rijksdaalders, zilver geld. \n 
1808	1809	NedInd_plakkaatboek_15-1049.txt	1809, H.W. DAENDELS,            1047 \n  \n of zoodanige andere schikkingen, als het gapreenement zal \n noodig oordeelen; \n  \n dat ingevolge de conditin, waarop de domeinen van den \n Lande op en langs Java’s Noord-Oostkust zijn verpacht, \n vermeld bij publicatie van-den 18" Zomermaand 1808, alle \n zoodanige lijnwaden, Chinasche, Japansche ofte andere vreemde \n goederen, welke van andere plaatsen buiten het eiland Java \n op Samarang, Sourabaija of Grisste worden aangebracht, \n zooals daarbij is gepermitteerd, onderhevig blijven aan de \n tol-geregtigheid alhier en, voor zooveel dezelve bedraagt, ten \n voordeele van den Bataviaschen pagter aldaar worden inge- \n vordert; \n  \n dat onder geene der voormelde pachten begrepen zal \n wezen de bazaar bij Buitenzorg, doch dat daarentegen \n dat gedeelte van Crauwang, hetwelk aan de Bataviasche \n ommelanden is gevoegd, het gewezene regentschap Tangerang \n en de geconquesteerde Rantagsehn landen onder dezelve \n zullen sorteren; \n  \n dat de pachtschat van alle de pachten aan den Lande zal \n moeten worden opgebracht voor drie-vierde in papieren geld \n en het overige een-vierde in kopere munt zonder agio, met \n vrijheid voor de pagters om de tol-gerechtigheid mede voor \n een-vierde gedeelte in koper geld te mogen heffen, voor \n zoover dit zonder bezwaar kan geschieden ; \n  \n dat bovenstaande pagten wijders zullen worden opgeveilt \n en verpagt op zoodanige conditin en voorwaarden, als \n vermeld staan bij de pagtconditin, in den jare 1797 gema- \n neert, en de daarin voor de verpagting van den jare 1800 \n en zedert gemaakte alteratin en ampliatin, zooals dezelve \n gedrukt te lezen zijn in het stads heerenlogement, bij den \n ontvanger-generaal, den sabandhaar en licentmeester, den \n kapitein der Chinezen, den majoor der Mooren en den kom- \n mandant der Balijers; \n  \n zullende ten voorschreven dage almede worden verpagt \n de onder de prefecture Bantam gehoorende pagten; als: \n  \n de boom en verscheidene maandelijksche pagten, \n 
1808	1809	NedInd_plakkaatboek_15-0343.txt	S \n  \n 28 \n  \n 40 \n 50 \n  \n hd \n  \n 6 \n  \n go \n  \n e \n  \n a 1 Met   A  rtl  iis 0 ger kf      zet Nen \n E                              oep  Ae if \n  \n 1808.  H. W. DAENDELS. \n  \n of tjatjas, maar met de negorij Tagal Dowo, nevens de \n inzaam der vogelnestjes uit de daarbij gelegen drie klippen \n of holen, Goa sie Jero genaamd, en voorts het hoofdgeld \n der Chineezen, etc; \n  \n de sabandharijen te Touban en dies ressort, almede \n zonder somas of tjatjas, maar met de negorij Troes en \n  \n den inzaam der vogelnestjes uit de daarbij gelegen drie \n  \n klippen of holen,-Goa Troes genaamd, en de heffing van \n het hoofdgeld der Chineezen, etc; \n de in- en uitgevoerd wordende poeder- en wak ie \n van Brebes af tot Touban toe. \n  \n En te Soerabaija: \n de sabandharijen alomme in dat regentschap en bij alle \n dezelve zeven en veertig koppen somas; \n de in- en uitgevoerd wordende rijst te Sourabaija, Pas- \n sourouang, Banger en Bangel; \n het hoofdgeld der Chineezen, item de topbaanen en hane- \n vechterijen en het slachten van varkens; \n het slachten van buffels, rundvee, schapen en geiten; \n de tapliuizen en kroegen buiten de stad of het previlegie \n om in de Chineesche of andere campongs arak, tjieuw \n en andere sterke dranken te mogen tappen en verkopen \n in het klein, te weten bij kelders, kalbassen, potten, \n flessen, bottels en wat dies meer is; \n de zout-negorij Simimie onder. Sourabaija met het voor- \n recht om al het zout, dat door den gemeenen man word \n aangemaakt, alleen te mogen kopen, vervoeren en weder \n verkopen op den ouden voet, mits het benodigde voor \n  \n den Lande leverende tegens 5 rd de koijang van 4550 ; \n  \n de sabandharijen te Passourouang en daaronder ook de \n rivier Massangan met tien koppen somas en voorts het \n hoofdgeld der Chineezen, elc.; \n  \n de sabandharijen te Banger en Probolingo met 16 koppen \n somas en het hoofdgeld der Chineezen, etc. ; \n  \n de sabandharijen te Bangel en Calianjer met vier koppen \n somas en het hoofdgeld der Chineezen, etc; \n  \n sk \n 
1808	1809	NedInd_plakkaatboek_15-0425.txt	1809. H. W. DAENDELS, \n . WEGENS DEN DIENST IN HET GUARNIZOEN. \n  \n Art. 1. Guarnizoens-verandering. of aankomst in hetzelve: \n Zoodra een officier der genie eene order bekomt om zich ter \n prestering van den gewonen dienst naar de eene of andere \n plaats in guarnizoen te begeven, welke ordre hem onmiddelijk \n van den Gouverneur Generaal of deszelfs luitenant ofte wel \n door den chef van het corps de genie op autorisatie zal worden \n gegeven, zal hij van die ontvangst dadelijk, met overlegging \n van kopij derzelver order, kennis geven aan den directeur van \n het departement, waarin de plaats zijner bestemming is ge- \n legen, gelijk mede aan den direeteur-generaal, bij aldien de \n order van denzelven niet is afkomstig, en aan den directeur, \n uit wiens departement hij vertrekt. \n  \n Insgelijks zal hij bij zijne aankomst in het guarnizoen \n zich dadelijk, hehalven bij den commandant der plaats, ook \n bij den directeur (indien dezelve aldaar woonachtig is) en \n bij den eerst aanwezenden ingenieur vervoegen om van zijne \n aankomst kennis te geven en van beide laatstgemelden bevelen \n vragen of, bij aldien hij ouder in dienst is, het guarnizoen \n van denzelven overnemen, op deze wijze: \n  \n Hij zal zich door den vorigen ingenieur overal, waar zich \n werken of gebouwen bevinden, welke onder zijne directie \n sorteeren, doen geleiden en de locale omstandigheden in der- \n zelver voor- of nadeel vragen. indien aan dezelve gewerkt \n wordt, hetzij ter vernieuwing, reparatie of onderhoud, de \n wijze, hoe zulks geschiedt en geschieden moet, nagaan, alsook \n de vorderingen, die daarmede reeds gemaakt zijn, en, indien \n deze werkzaamheden in daggeld geschieden, de rekeningen \n door den vorigen ingenieur tot op den dag der overnaam \n doen certificeren en sluiten om alzoo de zijne te kunnen \n houden: tevens zal hij van zijnen predecesseur overnemen \n (onder behoorlijke inventaris, waarvan kopij aan den directeur \n van het departement moet worden gezonden) alle plans, kaarten, \n memorien en papieren, betrekkelijk den staat der werken, \n alsook alle ordres en missives van den directeur des depar- \n 
1808	1809	NedInd_plakkaatboek_15-0394.txt	Voorts zullen ingevolge de conditien, waarop de domeinen \n van den Lande op en langs Java’s Noord-Oostkust zijn ver- \n pacht, vermeld bij publicatie van den 18" Junij dezes jaars \n  1808, alle zoodanige lijnwaden, Chinasche, Japansche ofte \n andere vreemde goederen, welke van andere plaatsen buiten \n het eiland Java op Samarang. Sourabaija of Grissee werden \n aangebracht, zooals daarbij is gepermitteerd, onderhevig blijven \n aan de tholgerechtigheid alhier en, voor zooveel die bedraagt, \n  \n ten voordeele van de Bataviasche pachters aldaar werden \n ingevorderd. \n st      Terwijl wijders, evenmin in het jaar 1809, als in dit loopende \n jaar, eenige thol geheven zal mogen worden van de van Java’s \n Noord-Oostkust en de prefecture Cheribon ofte den ressorte \n van deze hoofdplaats over zee ingevoerd wordende rijst en \n de gewone gerechtigheid van de rijst, die van hier naar elders \n over zee wordt uitgevoerd, mede op den voet van dit jaar \n door den pachter van de rijst-markt werden geheven. \n  \n KS \n AGN, RT. \n  \n Van het Koningrijk Bantam: \n  \n ek   de boom en verscheidene maandelijksche pachten, \n g groote pacht van gambier en tabak, \n  \n het buffels vet, \n  \n de vellen en hoorns, \n  \n  olij, \n  \n  poeder-suiker, \n  \n 5     drooge pinang, \n  \n  rampa rampa, \n  \n  oude klappers, \n  \n  potten en pannen of grebliks,                S \n  \n  lonthar en vischvijvers, \n  \n  carrang of oesters tot het branden van kalk; \n  \n en alle zoodanige pachten, als daaronder begrepen en be- \n  \n  vorens van wegens den Koning van Bantam zijn verpacht \n  \n geworden eu hierbij niet aangehaald mochten wezen, onder \n dezelvde conditien, als door dien vorst zijn daargesteld en \n  \n waarop de verpachting jaarlijks gebruikelijk is geweest, met \n  \n hd \n  \n 
1808	1809	NedInd_plakkaatboek_15-0380.txt	578                  1808. H. W. DAENDELS. \n  \n twee opper- en twee onder-timmerlieden, \n een baas smid, \n  \n een blokkenmaker, \n  \n een boekhouder, \n  \n drie schrijvers. \n  \n 9 December. Bepaling, dat aan zieke kettinggangers \n voor vzieke-kost uitbetaald zoude worden een stuiver, \n in plaats van een duit, per dag. \n  \n 11 December. Voorwaarden voor de verpachting van \n de sjahbandarijen en van ’s Lands domeinen te Cheribon. \n  \n Art. 1. De verpagting zal geschieden als van ouds bij \n den opslag en gedirigeert worden door den prefect, ten \n overstaan van den negotie-boekhouder, pakhuismeester en \n geadsisteerd door den scriba als secretaris. \n  \n Art. 2. Op Cheribon zelve zullen de te verpagtene do- \n meinen opgeveild worden, dog men zal dezelve onderscheiden \n in die gehoren tot Cheribon, als van Lossarie tot aan Astanie \n en van daar die, welke onder ladramafjoe gerekend worden, \n tot aan Papariang. \n  \n Art. 5. De tijd dezer verpagting zal slegts een jaar duuren, \n dog die van het zout vijf jaaren, onder deze voorwaarde \n nogthans, dat, vermits dit articul nog nimmer is verpagt ge- \n worden en uit dien hoofde door den pagter te hoog kan \n worden aangeslagen tot zijne aanmerkelijke schade of te laag \n tot prejuditie van het gouvernement, het aan het gouvernement \n uit consideratie der bovengemelde omstandigheid, zoowel als \n aan den pagter zal vrijstaan om met het uiteinde van het \n eerste of tweede jaar de pagt f van de zijde van het \n gouvernement in billijkheid te verhogen dan wel op nieuw \n publiek te doen verpagten, f van de zijde des pagters dezelve \n te abandonneren, mits in dat geval de pagt door het gou- \n vernement aan den pagter of wederkerig door den pagter \n aan het gouvernement zes miaanden voor de expiratie van \n 
